DataItemId,WarehouseId,DistrictId,CustomerId,Partition
1,1,7,1292
2,1,7,1292
3,1,7,1292
4,1,7,1292
5,1,7,1292
6,1,7,1292
7,1,7,1292
8,1,7,1292
9,1,7,1292
10,1,7,1292
11,1,7,1292
12,1,7,1292
13,1,7,1292
14,1,7,1292
15,1,7,1292
16,1,7,1292
17,1,7,1292
18,1,7,1292
19,1,7,1292
20,1,7,1292
21,1,7,1292
22,1,7,1292
23,1,7,1292
24,1,7,1292
1,1,0,167
25,1,0,167
26,1,0,167
27,1,0,167
28,1,,
29,1,,
4,1,,
5,1,,
24,1,,
3,1,,
30,1,,
31,1,,
32,1,,
33,1,,
34,1,,
35,1,,
36,1,,
1,1,1,982
37,1,1,982
38,1,1,982
39,1,1,982
40,0,5,1877
41,0,5,1877
42,0,5,1877
43,0,5,1877
44,0,5,1877
45,0,5,1877
46,0,5,1877
47,0,5,1877
48,0,5,1877
49,0,5,1877
50,0,5,1877
51,0,5,1877
52,0,5,1877
53,0,5,1877
54,0,5,1877
55,0,5,1877
56,0,5,1877
57,0,5,1877
58,0,5,1877
59,0,5,1877
60,0,5,1877
61,0,5,1877
62,0,5,1877
63,0,5,1877
64,0,5,1877
65,0,5,1877
66,0,5,1877
67,0,5,1877
28,1,,
29,1,,
4,1,,
68,1,,
30,1,,
31,1,,
32,1,,
33,1,,
34,1,,
35,1,,
36,1,,
28,1,,
29,1,,
4,1,,
68,1,,
30,1,,
31,1,,
32,1,,
33,1,,
34,1,,
35,1,,
36,1,,
40,0,6,2130
69,0,6,2130
70,0,6,2130
71,0,6,2130
72,0,6,2130
73,0,6,2130
74,0,6,2130
75,0,6,2130
76,0,6,2130
77,0,6,2130
78,0,6,2130
79,0,6,2130
80,0,6,2130
81,0,6,2130
82,0,6,2130
83,0,6,2130
1,1,8,2024
84,1,8,2024
85,1,8,2024
29,1,8,2024
86,1,8,2024
87,1,8,2024
88,1,8,2024
89,1,8,2024
90,1,8,2024
91,1,8,2024
92,1,8,2024
93,1,8,2024
94,1,8,2024
95,1,8,2024
96,1,8,2024
97,1,8,2024
1,1,0,2943
25,1,0,2943
98,1,0,2943
99,1,0,2943
1,1,2,934
100,1,2,934
101,1,2,934
34,1,2,934
102,1,2,934
103,1,2,934
104,1,2,934
105,1,2,934
106,1,2,934
107,1,2,934
108,1,2,934
109,1,2,934
110,1,2,934
111,1,2,934
112,1,2,934
113,1,2,934
114,1,2,934
115,1,2,934
116,1,2,934
117,1,2,934
40,0,5,1961
41,0,5,1961
118,0,5,1961
119,0,5,1961
40,0,8,2977
120,0,8,2977
121,0,8,2977
122,0,8,2977
123,0,8,2977
124,0,8,2977
125,0,8,2977
126,0,8,2977
127,0,8,2977
128,0,8,2977
129,0,8,2977
130,0,8,2977
131,0,8,2977
132,0,8,2977
133,0,8,2977
134,0,8,2977
135,0,8,2977
